이미지,제목,설명,가수,곡명,이미지객체,이미지색감,색감비율
https://img.youtube.com/vi/NUXhEUgB6gU/maxresdefault.jpg,다시금 피어나는 꽃처럼.,"#팝송추천 #플레이리스트 #노래추천 * 본 콘텐츠는 스킨케어 브랜드 연작(YUNJAC)으로부터 영감을 받아 제작되었으며, 유료 광고를 포함하고 있습니다.'자연의 작품'이라는 뜻의 연작(YUNJAC)은 한국 식물의 자생력을 피부에 전달해 좋은 피부 바탕을 만드는 스킨케어 브랜드입니다.뿌리, 줄기, 꽃을 담은 전초에 ‘겹(Layer)’ 의 가치를 더해 건강한 피부 바탕, 그 자체가 작품이 되는 피부를 약속합니다.다시금 피어나는 꽃처럼, 연작(YUNJAC) 플레이리스트와 함께 자연과 어우러져 스스로가 '자연의 작품'이 되는 오롯이 자신을 위한 시간을 가져보세요.- 연작 공식 홈페이지 :",Creative Self,Going Nowhere,,"[145, 163, 162]",4.792751736111111
https://img.youtube.com/vi/NUXhEUgB6gU/maxresdefault.jpg,다시금 피어나는 꽃처럼.,"#팝송추천 #플레이리스트 #노래추천 * 본 콘텐츠는 스킨케어 브랜드 연작(YUNJAC)으로부터 영감을 받아 제작되었으며, 유료 광고를 포함하고 있습니다.'자연의 작품'이라는 뜻의 연작(YUNJAC)은 한국 식물의 자생력을 피부에 전달해 좋은 피부 바탕을 만드는 스킨케어 브랜드입니다.뿌리, 줄기, 꽃을 담은 전초에 ‘겹(Layer)’ 의 가치를 더해 건강한 피부 바탕, 그 자체가 작품이 되는 피부를 약속합니다.다시금 피어나는 꽃처럼, 연작(YUNJAC) 플레이리스트와 함께 자연과 어우러져 스스로가 '자연의 작품'이 되는 오롯이 자신을 위한 시간을 가져보세요.- 연작 공식 홈페이지 :",Creative Self,Going Nowhere,,"[50, 72, 83]",3.078125
https://img.youtube.com/vi/NUXhEUgB6gU/maxresdefault.jpg,다시금 피어나는 꽃처럼.,"#팝송추천 #플레이리스트 #노래추천 * 본 콘텐츠는 스킨케어 브랜드 연작(YUNJAC)으로부터 영감을 받아 제작되었으며, 유료 광고를 포함하고 있습니다.'자연의 작품'이라는 뜻의 연작(YUNJAC)은 한국 식물의 자생력을 피부에 전달해 좋은 피부 바탕을 만드는 스킨케어 브랜드입니다.뿌리, 줄기, 꽃을 담은 전초에 ‘겹(Layer)’ 의 가치를 더해 건강한 피부 바탕, 그 자체가 작품이 되는 피부를 약속합니다.다시금 피어나는 꽃처럼, 연작(YUNJAC) 플레이리스트와 함께 자연과 어우러져 스스로가 '자연의 작품'이 되는 오롯이 자신을 위한 시간을 가져보세요.- 연작 공식 홈페이지 :",Creative Self,See You Later,,"[0, 0, 0]",92.12912326388889
https://img.youtube.com/vi/NUXhEUgB6gU/maxresdefault.jpg,다시금 피어나는 꽃처럼.,"#팝송추천 #플레이리스트 #노래추천 * 본 콘텐츠는 스킨케어 브랜드 연작(YUNJAC)으로부터 영감을 받아 제작되었으며, 유료 광고를 포함하고 있습니다.'자연의 작품'이라는 뜻의 연작(YUNJAC)은 한국 식물의 자생력을 피부에 전달해 좋은 피부 바탕을 만드는 스킨케어 브랜드입니다.뿌리, 줄기, 꽃을 담은 전초에 ‘겹(Layer)’ 의 가치를 더해 건강한 피부 바탕, 그 자체가 작품이 되는 피부를 약속합니다.다시금 피어나는 꽃처럼, 연작(YUNJAC) 플레이리스트와 함께 자연과 어우러져 스스로가 '자연의 작품'이 되는 오롯이 자신을 위한 시간을 가져보세요.- 연작 공식 홈페이지 :",Creative Self,See You Later,,"[145, 163, 162]",4.792751736111111
https://img.youtube.com/vi/NUXhEUgB6gU/maxresdefault.jpg,다시금 피어나는 꽃처럼.,"#팝송추천 #플레이리스트 #노래추천 * 본 콘텐츠는 스킨케어 브랜드 연작(YUNJAC)으로부터 영감을 받아 제작되었으며, 유료 광고를 포함하고 있습니다.'자연의 작품'이라는 뜻의 연작(YUNJAC)은 한국 식물의 자생력을 피부에 전달해 좋은 피부 바탕을 만드는 스킨케어 브랜드입니다.뿌리, 줄기, 꽃을 담은 전초에 ‘겹(Layer)’ 의 가치를 더해 건강한 피부 바탕, 그 자체가 작품이 되는 피부를 약속합니다.다시금 피어나는 꽃처럼, 연작(YUNJAC) 플레이리스트와 함께 자연과 어우러져 스스로가 '자연의 작품'이 되는 오롯이 자신을 위한 시간을 가져보세요.- 연작 공식 홈페이지 :",Creative Self,See You Later,,"[50, 72, 83]",3.078125
https://img.youtube.com/vi/NUXhEUgB6gU/maxresdefault.jpg,다시금 피어나는 꽃처럼.,"#팝송추천 #플레이리스트 #노래추천 * 본 콘텐츠는 스킨케어 브랜드 연작(YUNJAC)으로부터 영감을 받아 제작되었으며, 유료 광고를 포함하고 있습니다.'자연의 작품'이라는 뜻의 연작(YUNJAC)은 한국 식물의 자생력을 피부에 전달해 좋은 피부 바탕을 만드는 스킨케어 브랜드입니다.뿌리, 줄기, 꽃을 담은 전초에 ‘겹(Layer)’ 의 가치를 더해 건강한 피부 바탕, 그 자체가 작품이 되는 피부를 약속합니다.다시금 피어나는 꽃처럼, 연작(YUNJAC) 플레이리스트와 함께 자연과 어우러져 스스로가 '자연의 작품'이 되는 오롯이 자신을 위한 시간을 가져보세요.- 연작 공식 홈페이지 :",mellow fox,daisy,,"[0, 0, 0]",92.14322916666666
https://img.youtube.com/vi/NUXhEUgB6gU/maxresdefault.jpg,다시금 피어나는 꽃처럼.,"#팝송추천 #플레이리스트 #노래추천 * 본 콘텐츠는 스킨케어 브랜드 연작(YUNJAC)으로부터 영감을 받아 제작되었으며, 유료 광고를 포함하고 있습니다.'자연의 작품'이라는 뜻의 연작(YUNJAC)은 한국 식물의 자생력을 피부에 전달해 좋은 피부 바탕을 만드는 스킨케어 브랜드입니다.뿌리, 줄기, 꽃을 담은 전초에 ‘겹(Layer)’ 의 가치를 더해 건강한 피부 바탕, 그 자체가 작품이 되는 피부를 약속합니다.다시금 피어나는 꽃처럼, 연작(YUNJAC) 플레이리스트와 함께 자연과 어우러져 스스로가 '자연의 작품'이 되는 오롯이 자신을 위한 시간을 가져보세요.- 연작 공식 홈페이지 :",mellow fox,daisy,,"[145, 163, 162]",4.785915798611111
https://img.youtube.com/vi/NUXhEUgB6gU/maxresdefault.jpg,다시금 피어나는 꽃처럼.,"#팝송추천 #플레이리스트 #노래추천 * 본 콘텐츠는 스킨케어 브랜드 연작(YUNJAC)으로부터 영감을 받아 제작되었으며, 유료 광고를 포함하고 있습니다.'자연의 작품'이라는 뜻의 연작(YUNJAC)은 한국 식물의 자생력을 피부에 전달해 좋은 피부 바탕을 만드는 스킨케어 브랜드입니다.뿌리, 줄기, 꽃을 담은 전초에 ‘겹(Layer)’ 의 가치를 더해 건강한 피부 바탕, 그 자체가 작품이 되는 피부를 약속합니다.다시금 피어나는 꽃처럼, 연작(YUNJAC) 플레이리스트와 함께 자연과 어우러져 스스로가 '자연의 작품'이 되는 오롯이 자신을 위한 시간을 가져보세요.- 연작 공식 홈페이지 :",mellow fox,daisy,,"[50, 72, 83]",3.070855034722222
https://img.youtube.com/vi/NUXhEUgB6gU/maxresdefault.jpg,다시금 피어나는 꽃처럼.,"#팝송추천 #플레이리스트 #노래추천 * 본 콘텐츠는 스킨케어 브랜드 연작(YUNJAC)으로부터 영감을 받아 제작되었으며, 유료 광고를 포함하고 있습니다.'자연의 작품'이라는 뜻의 연작(YUNJAC)은 한국 식물의 자생력을 피부에 전달해 좋은 피부 바탕을 만드는 스킨케어 브랜드입니다.뿌리, 줄기, 꽃을 담은 전초에 ‘겹(Layer)’ 의 가치를 더해 건강한 피부 바탕, 그 자체가 작품이 되는 피부를 약속합니다.다시금 피어나는 꽃처럼, 연작(YUNJAC) 플레이리스트와 함께 자연과 어우러져 스스로가 '자연의 작품'이 되는 오롯이 자신을 위한 시간을 가져보세요.- 연작 공식 홈페이지 :",Creative Self,Formless gift,,"[0, 0, 0]",92.14344618055556
https://img.youtube.com/vi/NUXhEUgB6gU/maxresdefault.jpg,다시금 피어나는 꽃처럼.,"#팝송추천 #플레이리스트 #노래추천 * 본 콘텐츠는 스킨케어 브랜드 연작(YUNJAC)으로부터 영감을 받아 제작되었으며, 유료 광고를 포함하고 있습니다.'자연의 작품'이라는 뜻의 연작(YUNJAC)은 한국 식물의 자생력을 피부에 전달해 좋은 피부 바탕을 만드는 스킨케어 브랜드입니다.뿌리, 줄기, 꽃을 담은 전초에 ‘겹(Layer)’ 의 가치를 더해 건강한 피부 바탕, 그 자체가 작품이 되는 피부를 약속합니다.다시금 피어나는 꽃처럼, 연작(YUNJAC) 플레이리스트와 함께 자연과 어우러져 스스로가 '자연의 작품'이 되는 오롯이 자신을 위한 시간을 가져보세요.- 연작 공식 홈페이지 :",Creative Self,Formless gift,,"[145, 163, 162]",4.785915798611111
https://img.youtube.com/vi/NUXhEUgB6gU/maxresdefault.jpg,다시금 피어나는 꽃처럼.,"#팝송추천 #플레이리스트 #노래추천 * 본 콘텐츠는 스킨케어 브랜드 연작(YUNJAC)으로부터 영감을 받아 제작되었으며, 유료 광고를 포함하고 있습니다.'자연의 작품'이라는 뜻의 연작(YUNJAC)은 한국 식물의 자생력을 피부에 전달해 좋은 피부 바탕을 만드는 스킨케어 브랜드입니다.뿌리, 줄기, 꽃을 담은 전초에 ‘겹(Layer)’ 의 가치를 더해 건강한 피부 바탕, 그 자체가 작품이 되는 피부를 약속합니다.다시금 피어나는 꽃처럼, 연작(YUNJAC) 플레이리스트와 함께 자연과 어우러져 스스로가 '자연의 작품'이 되는 오롯이 자신을 위한 시간을 가져보세요.- 연작 공식 홈페이지 :",Creative Self,Formless gift,,"[50, 72, 83]",3.070638020833333
https://img.youtube.com/vi/NUXhEUgB6gU/maxresdefault.jpg,다시금 피어나는 꽃처럼.,"#팝송추천 #플레이리스트 #노래추천 * 본 콘텐츠는 스킨케어 브랜드 연작(YUNJAC)으로부터 영감을 받아 제작되었으며, 유료 광고를 포함하고 있습니다.'자연의 작품'이라는 뜻의 연작(YUNJAC)은 한국 식물의 자생력을 피부에 전달해 좋은 피부 바탕을 만드는 스킨케어 브랜드입니다.뿌리, 줄기, 꽃을 담은 전초에 ‘겹(Layer)’ 의 가치를 더해 건강한 피부 바탕, 그 자체가 작품이 되는 피부를 약속합니다.다시금 피어나는 꽃처럼, 연작(YUNJAC) 플레이리스트와 함께 자연과 어우러져 스스로가 '자연의 작품'이 되는 오롯이 자신을 위한 시간을 가져보세요.- 연작 공식 홈페이지 :","Kainbeats, S N U G",Hillside Tree,,"[0, 0, 0]",92.12912326388889
https://img.youtube.com/vi/NUXhEUgB6gU/maxresdefault.jpg,다시금 피어나는 꽃처럼.,"#팝송추천 #플레이리스트 #노래추천 * 본 콘텐츠는 스킨케어 브랜드 연작(YUNJAC)으로부터 영감을 받아 제작되었으며, 유료 광고를 포함하고 있습니다.'자연의 작품'이라는 뜻의 연작(YUNJAC)은 한국 식물의 자생력을 피부에 전달해 좋은 피부 바탕을 만드는 스킨케어 브랜드입니다.뿌리, 줄기, 꽃을 담은 전초에 ‘겹(Layer)’ 의 가치를 더해 건강한 피부 바탕, 그 자체가 작품이 되는 피부를 약속합니다.다시금 피어나는 꽃처럼, 연작(YUNJAC) 플레이리스트와 함께 자연과 어우러져 스스로가 '자연의 작품'이 되는 오롯이 자신을 위한 시간을 가져보세요.- 연작 공식 홈페이지 :","Kainbeats, S N U G",Hillside Tree,,"[145, 163, 162]",4.792751736111111
https://img.youtube.com/vi/NUXhEUgB6gU/maxresdefault.jpg,다시금 피어나는 꽃처럼.,"#팝송추천 #플레이리스트 #노래추천 * 본 콘텐츠는 스킨케어 브랜드 연작(YUNJAC)으로부터 영감을 받아 제작되었으며, 유료 광고를 포함하고 있습니다.'자연의 작품'이라는 뜻의 연작(YUNJAC)은 한국 식물의 자생력을 피부에 전달해 좋은 피부 바탕을 만드는 스킨케어 브랜드입니다.뿌리, 줄기, 꽃을 담은 전초에 ‘겹(Layer)’ 의 가치를 더해 건강한 피부 바탕, 그 자체가 작품이 되는 피부를 약속합니다.다시금 피어나는 꽃처럼, 연작(YUNJAC) 플레이리스트와 함께 자연과 어우러져 스스로가 '자연의 작품'이 되는 오롯이 자신을 위한 시간을 가져보세요.- 연작 공식 홈페이지 :","Kainbeats, S N U G",Hillside Tree,,"[50, 72, 83]",3.078125
https://img.youtube.com/vi/NUXhEUgB6gU/maxresdefault.jpg,다시금 피어나는 꽃처럼.,"#팝송추천 #플레이리스트 #노래추천 * 본 콘텐츠는 스킨케어 브랜드 연작(YUNJAC)으로부터 영감을 받아 제작되었으며, 유료 광고를 포함하고 있습니다.'자연의 작품'이라는 뜻의 연작(YUNJAC)은 한국 식물의 자생력을 피부에 전달해 좋은 피부 바탕을 만드는 스킨케어 브랜드입니다.뿌리, 줄기, 꽃을 담은 전초에 ‘겹(Layer)’ 의 가치를 더해 건강한 피부 바탕, 그 자체가 작품이 되는 피부를 약속합니다.다시금 피어나는 꽃처럼, 연작(YUNJAC) 플레이리스트와 함께 자연과 어우러져 스스로가 '자연의 작품'이 되는 오롯이 자신을 위한 시간을 가져보세요.- 연작 공식 홈페이지 :","eaup, Hz.",you're not lost,,"[0, 0, 0]",92.12912326388889
https://img.youtube.com/vi/NUXhEUgB6gU/maxresdefault.jpg,다시금 피어나는 꽃처럼.,"#팝송추천 #플레이리스트 #노래추천 * 본 콘텐츠는 스킨케어 브랜드 연작(YUNJAC)으로부터 영감을 받아 제작되었으며, 유료 광고를 포함하고 있습니다.'자연의 작품'이라는 뜻의 연작(YUNJAC)은 한국 식물의 자생력을 피부에 전달해 좋은 피부 바탕을 만드는 스킨케어 브랜드입니다.뿌리, 줄기, 꽃을 담은 전초에 ‘겹(Layer)’ 의 가치를 더해 건강한 피부 바탕, 그 자체가 작품이 되는 피부를 약속합니다.다시금 피어나는 꽃처럼, 연작(YUNJAC) 플레이리스트와 함께 자연과 어우러져 스스로가 '자연의 작품'이 되는 오롯이 자신을 위한 시간을 가져보세요.- 연작 공식 홈페이지 :","eaup, Hz.",you're not lost,,"[145, 163, 162]",4.792751736111111
https://img.youtube.com/vi/NUXhEUgB6gU/maxresdefault.jpg,다시금 피어나는 꽃처럼.,"#팝송추천 #플레이리스트 #노래추천 * 본 콘텐츠는 스킨케어 브랜드 연작(YUNJAC)으로부터 영감을 받아 제작되었으며, 유료 광고를 포함하고 있습니다.'자연의 작품'이라는 뜻의 연작(YUNJAC)은 한국 식물의 자생력을 피부에 전달해 좋은 피부 바탕을 만드는 스킨케어 브랜드입니다.뿌리, 줄기, 꽃을 담은 전초에 ‘겹(Layer)’ 의 가치를 더해 건강한 피부 바탕, 그 자체가 작품이 되는 피부를 약속합니다.다시금 피어나는 꽃처럼, 연작(YUNJAC) 플레이리스트와 함께 자연과 어우러져 스스로가 '자연의 작품'이 되는 오롯이 자신을 위한 시간을 가져보세요.- 연작 공식 홈페이지 :","eaup, Hz.",you're not lost,,"[50, 72, 83]",3.078125
https://img.youtube.com/vi/NUXhEUgB6gU/maxresdefault.jpg,다시금 피어나는 꽃처럼.,"#팝송추천 #플레이리스트 #노래추천 * 본 콘텐츠는 스킨케어 브랜드 연작(YUNJAC)으로부터 영감을 받아 제작되었으며, 유료 광고를 포함하고 있습니다.'자연의 작품'이라는 뜻의 연작(YUNJAC)은 한국 식물의 자생력을 피부에 전달해 좋은 피부 바탕을 만드는 스킨케어 브랜드입니다.뿌리, 줄기, 꽃을 담은 전초에 ‘겹(Layer)’ 의 가치를 더해 건강한 피부 바탕, 그 자체가 작품이 되는 피부를 약속합니다.다시금 피어나는 꽃처럼, 연작(YUNJAC) 플레이리스트와 함께 자연과 어우러져 스스로가 '자연의 작품'이 되는 오롯이 자신을 위한 시간을 가져보세요.- 연작 공식 홈페이지 :",Creative Self,Full Bloom,,"[0, 0, 0]",92.12912326388889
https://img.youtube.com/vi/NUXhEUgB6gU/maxresdefault.jpg,다시금 피어나는 꽃처럼.,"#팝송추천 #플레이리스트 #노래추천 * 본 콘텐츠는 스킨케어 브랜드 연작(YUNJAC)으로부터 영감을 받아 제작되었으며, 유료 광고를 포함하고 있습니다.'자연의 작품'이라는 뜻의 연작(YUNJAC)은 한국 식물의 자생력을 피부에 전달해 좋은 피부 바탕을 만드는 스킨케어 브랜드입니다.뿌리, 줄기, 꽃을 담은 전초에 ‘겹(Layer)’ 의 가치를 더해 건강한 피부 바탕, 그 자체가 작품이 되는 피부를 약속합니다.다시금 피어나는 꽃처럼, 연작(YUNJAC) 플레이리스트와 함께 자연과 어우러져 스스로가 '자연의 작품'이 되는 오롯이 자신을 위한 시간을 가져보세요.- 연작 공식 홈페이지 :",Creative Self,Full Bloom,,"[145, 163, 162]",4.792751736111111
