이미지,제목,설명,가수,곡명,이미지객체,이미지색감
https://img.youtube.com/vi/7OSPe7W2EV4/maxresdefault.jpg,햇살 좋은데 집에만 있을 거야?,"#팝송추천 #플레이리스트 #노래추천 [네고막을책임져도될까 X 셀퓨전씨☀]영상제공: 이종범 작가님 @picn2k“햇빛은 좋지만, 자외선은 싫어”“햇빛이 필요한 순간, 셀퓨전씨로 햇빛케어를 하자”햇빛이 잘 들지 않는 반지하방, 잠깐 들어오는 햇빛이 너무 소중하지만, 뜨거운 자외선은 걱정되고하루 종일 앉아 있는 사무실, 비타민 충전을 위해 산책을 즐기지만, 자외선 차단은 필요하죠.누구나 햇빛이 필요한 순간들은 많다.햇빛연구소 셀퓨전씨와 함께 햇빛을 즐길 때 들으면 좋은 플레이리스트를 준비했습니다.구독자 댓글 이벤트 (총 10명)☀참여 방법 : 플레이리스트를 들으며 '햇빛을 즐기는 나만의 방법'을 댓글로 남겨주세요.(예 : 회사 점심시간에 산책하면서 광합성 충전하기)☀ 기간 : 2024년 3월 27일 (수) 오후 8시 ~ 4월 4일(목) 자정까지☀ 당첨자 발표 : 2024년 4월 9일(화)10분을 선정하여 여러분이 햇빛을 즐길 수 있도록 셀퓨전씨 햇빛케어 제품을 보내 드릴게요.",Ardhito Pramono,Here We Go Again,person,"{'color': array([ 73,  82, 151]), 'percentage': 3.276584201388889}"
https://img.youtube.com/vi/7OSPe7W2EV4/maxresdefault.jpg,햇살 좋은데 집에만 있을 거야?,"#팝송추천 #플레이리스트 #노래추천 [네고막을책임져도될까 X 셀퓨전씨☀]영상제공: 이종범 작가님 @picn2k“햇빛은 좋지만, 자외선은 싫어”“햇빛이 필요한 순간, 셀퓨전씨로 햇빛케어를 하자”햇빛이 잘 들지 않는 반지하방, 잠깐 들어오는 햇빛이 너무 소중하지만, 뜨거운 자외선은 걱정되고하루 종일 앉아 있는 사무실, 비타민 충전을 위해 산책을 즐기지만, 자외선 차단은 필요하죠.누구나 햇빛이 필요한 순간들은 많다.햇빛연구소 셀퓨전씨와 함께 햇빛을 즐길 때 들으면 좋은 플레이리스트를 준비했습니다.구독자 댓글 이벤트 (총 10명)☀참여 방법 : 플레이리스트를 들으며 '햇빛을 즐기는 나만의 방법'을 댓글로 남겨주세요.(예 : 회사 점심시간에 산책하면서 광합성 충전하기)☀ 기간 : 2024년 3월 27일 (수) 오후 8시 ~ 4월 4일(목) 자정까지☀ 당첨자 발표 : 2024년 4월 9일(화)10분을 선정하여 여러분이 햇빛을 즐길 수 있도록 셀퓨전씨 햇빛케어 제품을 보내 드릴게요.","Anthony Lazaro, Marle Thomson",Hummingbird,person,"{'color': array([ 73,  82, 151]), 'percentage': 3.276584201388889}"
https://img.youtube.com/vi/7OSPe7W2EV4/maxresdefault.jpg,햇살 좋은데 집에만 있을 거야?,"#팝송추천 #플레이리스트 #노래추천 [네고막을책임져도될까 X 셀퓨전씨☀]영상제공: 이종범 작가님 @picn2k“햇빛은 좋지만, 자외선은 싫어”“햇빛이 필요한 순간, 셀퓨전씨로 햇빛케어를 하자”햇빛이 잘 들지 않는 반지하방, 잠깐 들어오는 햇빛이 너무 소중하지만, 뜨거운 자외선은 걱정되고하루 종일 앉아 있는 사무실, 비타민 충전을 위해 산책을 즐기지만, 자외선 차단은 필요하죠.누구나 햇빛이 필요한 순간들은 많다.햇빛연구소 셀퓨전씨와 함께 햇빛을 즐길 때 들으면 좋은 플레이리스트를 준비했습니다.구독자 댓글 이벤트 (총 10명)☀참여 방법 : 플레이리스트를 들으며 '햇빛을 즐기는 나만의 방법'을 댓글로 남겨주세요.(예 : 회사 점심시간에 산책하면서 광합성 충전하기)☀ 기간 : 2024년 3월 27일 (수) 오후 8시 ~ 4월 4일(목) 자정까지☀ 당첨자 발표 : 2024년 4월 9일(화)10분을 선정하여 여러분이 햇빛을 즐길 수 있도록 셀퓨전씨 햇빛케어 제품을 보내 드릴게요.","Anthony Lazaro, Marle Thomson",Hummingbird,person,"{'color': array([ 73,  82, 151]), 'percentage': 3.276584201388889}"
https://img.youtube.com/vi/7OSPe7W2EV4/maxresdefault.jpg,햇살 좋은데 집에만 있을 거야?,"#팝송추천 #플레이리스트 #노래추천 [네고막을책임져도될까 X 셀퓨전씨☀]영상제공: 이종범 작가님 @picn2k“햇빛은 좋지만, 자외선은 싫어”“햇빛이 필요한 순간, 셀퓨전씨로 햇빛케어를 하자”햇빛이 잘 들지 않는 반지하방, 잠깐 들어오는 햇빛이 너무 소중하지만, 뜨거운 자외선은 걱정되고하루 종일 앉아 있는 사무실, 비타민 충전을 위해 산책을 즐기지만, 자외선 차단은 필요하죠.누구나 햇빛이 필요한 순간들은 많다.햇빛연구소 셀퓨전씨와 함께 햇빛을 즐길 때 들으면 좋은 플레이리스트를 준비했습니다.구독자 댓글 이벤트 (총 10명)☀참여 방법 : 플레이리스트를 들으며 '햇빛을 즐기는 나만의 방법'을 댓글로 남겨주세요.(예 : 회사 점심시간에 산책하면서 광합성 충전하기)☀ 기간 : 2024년 3월 27일 (수) 오후 8시 ~ 4월 4일(목) 자정까지☀ 당첨자 발표 : 2024년 4월 9일(화)10분을 선정하여 여러분이 햇빛을 즐길 수 있도록 셀퓨전씨 햇빛케어 제품을 보내 드릴게요.","Anthony Lazaro, Marle Thomson",Hummingbird,person,"{'color': array([ 73,  82, 151]), 'percentage': 3.276584201388889}"
https://img.youtube.com/vi/7OSPe7W2EV4/maxresdefault.jpg,햇살 좋은데 집에만 있을 거야?,"#팝송추천 #플레이리스트 #노래추천 [네고막을책임져도될까 X 셀퓨전씨☀]영상제공: 이종범 작가님 @picn2k“햇빛은 좋지만, 자외선은 싫어”“햇빛이 필요한 순간, 셀퓨전씨로 햇빛케어를 하자”햇빛이 잘 들지 않는 반지하방, 잠깐 들어오는 햇빛이 너무 소중하지만, 뜨거운 자외선은 걱정되고하루 종일 앉아 있는 사무실, 비타민 충전을 위해 산책을 즐기지만, 자외선 차단은 필요하죠.누구나 햇빛이 필요한 순간들은 많다.햇빛연구소 셀퓨전씨와 함께 햇빛을 즐길 때 들으면 좋은 플레이리스트를 준비했습니다.구독자 댓글 이벤트 (총 10명)☀참여 방법 : 플레이리스트를 들으며 '햇빛을 즐기는 나만의 방법'을 댓글로 남겨주세요.(예 : 회사 점심시간에 산책하면서 광합성 충전하기)☀ 기간 : 2024년 3월 27일 (수) 오후 8시 ~ 4월 4일(목) 자정까지☀ 당첨자 발표 : 2024년 4월 9일(화)10분을 선정하여 여러분이 햇빛을 즐길 수 있도록 셀퓨전씨 햇빛케어 제품을 보내 드릴게요.",Martin Sexton,Diggin Me,person,"{'color': array([ 73,  82, 151]), 'percentage': 3.276584201388889}"
https://img.youtube.com/vi/7OSPe7W2EV4/maxresdefault.jpg,햇살 좋은데 집에만 있을 거야?,"#팝송추천 #플레이리스트 #노래추천 [네고막을책임져도될까 X 셀퓨전씨☀]영상제공: 이종범 작가님 @picn2k“햇빛은 좋지만, 자외선은 싫어”“햇빛이 필요한 순간, 셀퓨전씨로 햇빛케어를 하자”햇빛이 잘 들지 않는 반지하방, 잠깐 들어오는 햇빛이 너무 소중하지만, 뜨거운 자외선은 걱정되고하루 종일 앉아 있는 사무실, 비타민 충전을 위해 산책을 즐기지만, 자외선 차단은 필요하죠.누구나 햇빛이 필요한 순간들은 많다.햇빛연구소 셀퓨전씨와 함께 햇빛을 즐길 때 들으면 좋은 플레이리스트를 준비했습니다.구독자 댓글 이벤트 (총 10명)☀참여 방법 : 플레이리스트를 들으며 '햇빛을 즐기는 나만의 방법'을 댓글로 남겨주세요.(예 : 회사 점심시간에 산책하면서 광합성 충전하기)☀ 기간 : 2024년 3월 27일 (수) 오후 8시 ~ 4월 4일(목) 자정까지☀ 당첨자 발표 : 2024년 4월 9일(화)10분을 선정하여 여러분이 햇빛을 즐길 수 있도록 셀퓨전씨 햇빛케어 제품을 보내 드릴게요.",Martin Sexton,Diggin Me,person,"{'color': array([ 73,  82, 151]), 'percentage': 3.276584201388889}"
https://img.youtube.com/vi/7OSPe7W2EV4/maxresdefault.jpg,햇살 좋은데 집에만 있을 거야?,"#팝송추천 #플레이리스트 #노래추천 [네고막을책임져도될까 X 셀퓨전씨☀]영상제공: 이종범 작가님 @picn2k“햇빛은 좋지만, 자외선은 싫어”“햇빛이 필요한 순간, 셀퓨전씨로 햇빛케어를 하자”햇빛이 잘 들지 않는 반지하방, 잠깐 들어오는 햇빛이 너무 소중하지만, 뜨거운 자외선은 걱정되고하루 종일 앉아 있는 사무실, 비타민 충전을 위해 산책을 즐기지만, 자외선 차단은 필요하죠.누구나 햇빛이 필요한 순간들은 많다.햇빛연구소 셀퓨전씨와 함께 햇빛을 즐길 때 들으면 좋은 플레이리스트를 준비했습니다.구독자 댓글 이벤트 (총 10명)☀참여 방법 : 플레이리스트를 들으며 '햇빛을 즐기는 나만의 방법'을 댓글로 남겨주세요.(예 : 회사 점심시간에 산책하면서 광합성 충전하기)☀ 기간 : 2024년 3월 27일 (수) 오후 8시 ~ 4월 4일(목) 자정까지☀ 당첨자 발표 : 2024년 4월 9일(화)10분을 선정하여 여러분이 햇빛을 즐길 수 있도록 셀퓨전씨 햇빛케어 제품을 보내 드릴게요.",Martin Sexton,Diggin Me,person,"{'color': array([ 73,  82, 151]), 'percentage': 3.276584201388889}"
https://img.youtube.com/vi/7OSPe7W2EV4/maxresdefault.jpg,햇살 좋은데 집에만 있을 거야?,"#팝송추천 #플레이리스트 #노래추천 [네고막을책임져도될까 X 셀퓨전씨☀]영상제공: 이종범 작가님 @picn2k“햇빛은 좋지만, 자외선은 싫어”“햇빛이 필요한 순간, 셀퓨전씨로 햇빛케어를 하자”햇빛이 잘 들지 않는 반지하방, 잠깐 들어오는 햇빛이 너무 소중하지만, 뜨거운 자외선은 걱정되고하루 종일 앉아 있는 사무실, 비타민 충전을 위해 산책을 즐기지만, 자외선 차단은 필요하죠.누구나 햇빛이 필요한 순간들은 많다.햇빛연구소 셀퓨전씨와 함께 햇빛을 즐길 때 들으면 좋은 플레이리스트를 준비했습니다.구독자 댓글 이벤트 (총 10명)☀참여 방법 : 플레이리스트를 들으며 '햇빛을 즐기는 나만의 방법'을 댓글로 남겨주세요.(예 : 회사 점심시간에 산책하면서 광합성 충전하기)☀ 기간 : 2024년 3월 27일 (수) 오후 8시 ~ 4월 4일(목) 자정까지☀ 당첨자 발표 : 2024년 4월 9일(화)10분을 선정하여 여러분이 햇빛을 즐길 수 있도록 셀퓨전씨 햇빛케어 제품을 보내 드릴게요.",Gabe Bondoc,Loved You First,person,"{'color': array([ 73,  82, 151]), 'percentage': 3.276584201388889}"
https://img.youtube.com/vi/7OSPe7W2EV4/maxresdefault.jpg,햇살 좋은데 집에만 있을 거야?,"#팝송추천 #플레이리스트 #노래추천 [네고막을책임져도될까 X 셀퓨전씨☀]영상제공: 이종범 작가님 @picn2k“햇빛은 좋지만, 자외선은 싫어”“햇빛이 필요한 순간, 셀퓨전씨로 햇빛케어를 하자”햇빛이 잘 들지 않는 반지하방, 잠깐 들어오는 햇빛이 너무 소중하지만, 뜨거운 자외선은 걱정되고하루 종일 앉아 있는 사무실, 비타민 충전을 위해 산책을 즐기지만, 자외선 차단은 필요하죠.누구나 햇빛이 필요한 순간들은 많다.햇빛연구소 셀퓨전씨와 함께 햇빛을 즐길 때 들으면 좋은 플레이리스트를 준비했습니다.구독자 댓글 이벤트 (총 10명)☀참여 방법 : 플레이리스트를 들으며 '햇빛을 즐기는 나만의 방법'을 댓글로 남겨주세요.(예 : 회사 점심시간에 산책하면서 광합성 충전하기)☀ 기간 : 2024년 3월 27일 (수) 오후 8시 ~ 4월 4일(목) 자정까지☀ 당첨자 발표 : 2024년 4월 9일(화)10분을 선정하여 여러분이 햇빛을 즐길 수 있도록 셀퓨전씨 햇빛케어 제품을 보내 드릴게요.",Gabe Bondoc,Loved You First,person,"{'color': array([ 73,  82, 151]), 'percentage': 3.276584201388889}"
https://img.youtube.com/vi/7OSPe7W2EV4/maxresdefault.jpg,햇살 좋은데 집에만 있을 거야?,"#팝송추천 #플레이리스트 #노래추천 [네고막을책임져도될까 X 셀퓨전씨☀]영상제공: 이종범 작가님 @picn2k“햇빛은 좋지만, 자외선은 싫어”“햇빛이 필요한 순간, 셀퓨전씨로 햇빛케어를 하자”햇빛이 잘 들지 않는 반지하방, 잠깐 들어오는 햇빛이 너무 소중하지만, 뜨거운 자외선은 걱정되고하루 종일 앉아 있는 사무실, 비타민 충전을 위해 산책을 즐기지만, 자외선 차단은 필요하죠.누구나 햇빛이 필요한 순간들은 많다.햇빛연구소 셀퓨전씨와 함께 햇빛을 즐길 때 들으면 좋은 플레이리스트를 준비했습니다.구독자 댓글 이벤트 (총 10명)☀참여 방법 : 플레이리스트를 들으며 '햇빛을 즐기는 나만의 방법'을 댓글로 남겨주세요.(예 : 회사 점심시간에 산책하면서 광합성 충전하기)☀ 기간 : 2024년 3월 27일 (수) 오후 8시 ~ 4월 4일(목) 자정까지☀ 당첨자 발표 : 2024년 4월 9일(화)10분을 선정하여 여러분이 햇빛을 즐길 수 있도록 셀퓨전씨 햇빛케어 제품을 보내 드릴게요.",Gabe Bondoc,Loved You First,person,"{'color': array([ 73,  82, 151]), 'percentage': 3.276584201388889}"
https://img.youtube.com/vi/7OSPe7W2EV4/maxresdefault.jpg,햇살 좋은데 집에만 있을 거야?,"#팝송추천 #플레이리스트 #노래추천 [네고막을책임져도될까 X 셀퓨전씨☀]영상제공: 이종범 작가님 @picn2k“햇빛은 좋지만, 자외선은 싫어”“햇빛이 필요한 순간, 셀퓨전씨로 햇빛케어를 하자”햇빛이 잘 들지 않는 반지하방, 잠깐 들어오는 햇빛이 너무 소중하지만, 뜨거운 자외선은 걱정되고하루 종일 앉아 있는 사무실, 비타민 충전을 위해 산책을 즐기지만, 자외선 차단은 필요하죠.누구나 햇빛이 필요한 순간들은 많다.햇빛연구소 셀퓨전씨와 함께 햇빛을 즐길 때 들으면 좋은 플레이리스트를 준비했습니다.구독자 댓글 이벤트 (총 10명)☀참여 방법 : 플레이리스트를 들으며 '햇빛을 즐기는 나만의 방법'을 댓글로 남겨주세요.(예 : 회사 점심시간에 산책하면서 광합성 충전하기)☀ 기간 : 2024년 3월 27일 (수) 오후 8시 ~ 4월 4일(목) 자정까지☀ 당첨자 발표 : 2024년 4월 9일(화)10분을 선정하여 여러분이 햇빛을 즐길 수 있도록 셀퓨전씨 햇빛케어 제품을 보내 드릴게요.",Cady Fleet,Valentine,person,"{'color': array([ 73,  82, 151]), 'percentage': 3.276584201388889}"
https://img.youtube.com/vi/7OSPe7W2EV4/maxresdefault.jpg,햇살 좋은데 집에만 있을 거야?,"#팝송추천 #플레이리스트 #노래추천 [네고막을책임져도될까 X 셀퓨전씨☀]영상제공: 이종범 작가님 @picn2k“햇빛은 좋지만, 자외선은 싫어”“햇빛이 필요한 순간, 셀퓨전씨로 햇빛케어를 하자”햇빛이 잘 들지 않는 반지하방, 잠깐 들어오는 햇빛이 너무 소중하지만, 뜨거운 자외선은 걱정되고하루 종일 앉아 있는 사무실, 비타민 충전을 위해 산책을 즐기지만, 자외선 차단은 필요하죠.누구나 햇빛이 필요한 순간들은 많다.햇빛연구소 셀퓨전씨와 함께 햇빛을 즐길 때 들으면 좋은 플레이리스트를 준비했습니다.구독자 댓글 이벤트 (총 10명)☀참여 방법 : 플레이리스트를 들으며 '햇빛을 즐기는 나만의 방법'을 댓글로 남겨주세요.(예 : 회사 점심시간에 산책하면서 광합성 충전하기)☀ 기간 : 2024년 3월 27일 (수) 오후 8시 ~ 4월 4일(목) 자정까지☀ 당첨자 발표 : 2024년 4월 9일(화)10분을 선정하여 여러분이 햇빛을 즐길 수 있도록 셀퓨전씨 햇빛케어 제품을 보내 드릴게요.",Cady Fleet,Valentine,person,"{'color': array([ 73,  82, 151]), 'percentage': 3.276584201388889}"
https://img.youtube.com/vi/7OSPe7W2EV4/maxresdefault.jpg,햇살 좋은데 집에만 있을 거야?,"#팝송추천 #플레이리스트 #노래추천 [네고막을책임져도될까 X 셀퓨전씨☀]영상제공: 이종범 작가님 @picn2k“햇빛은 좋지만, 자외선은 싫어”“햇빛이 필요한 순간, 셀퓨전씨로 햇빛케어를 하자”햇빛이 잘 들지 않는 반지하방, 잠깐 들어오는 햇빛이 너무 소중하지만, 뜨거운 자외선은 걱정되고하루 종일 앉아 있는 사무실, 비타민 충전을 위해 산책을 즐기지만, 자외선 차단은 필요하죠.누구나 햇빛이 필요한 순간들은 많다.햇빛연구소 셀퓨전씨와 함께 햇빛을 즐길 때 들으면 좋은 플레이리스트를 준비했습니다.구독자 댓글 이벤트 (총 10명)☀참여 방법 : 플레이리스트를 들으며 '햇빛을 즐기는 나만의 방법'을 댓글로 남겨주세요.(예 : 회사 점심시간에 산책하면서 광합성 충전하기)☀ 기간 : 2024년 3월 27일 (수) 오후 8시 ~ 4월 4일(목) 자정까지☀ 당첨자 발표 : 2024년 4월 9일(화)10분을 선정하여 여러분이 햇빛을 즐길 수 있도록 셀퓨전씨 햇빛케어 제품을 보내 드릴게요.",Cady Fleet,Valentine,person,"{'color': array([ 73,  82, 151]), 'percentage': 3.276584201388889}"
